Rank,Name,Course,Category
539505,Ammal Dental College and Host.  Chennai1 ALAPAKKAM MAIN ROAD,BDS,Open
539662,Institue of Med. Sce. and Res.  Visakhapatnam Gandhi Institute of Technology,MBBS,Open
539733,of Dental Sciences and KIMSDU  Karad KARAD  DIST SATARA,BDS,Open
539797,School of Dentistry  Kochi Amrita School of Dentistry  Amrita Institute of Medical,BDS,Open
539940,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
540027,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
540102,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
540146,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
540200,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
540324,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
540350,SUBHASH CHANDRA BOSE MC JABALPUR NAGPUR ROAD  JABALPUR  MBBS,OBC,OBC
540430,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
540750,Dental College and Hsopt. Chennai Golden George Nagar ,BDS,Open
540773,Pawar Dental College and Hospital  Wardha Sawangi (Meghe)  Wardha ,BDS,Open
541287,Ammal Dental College and Host.  Chennai1 ALAPAKKAM MAIN ROAD,BDS,Open
541299,Medical College Basti RAMPUR TAHSIL SADAR BASTI MBBS,Open,OBC
541494,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
541517,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
541526,Medical College and Hospital  Chennai Periyar EVR High Raod  Velappanchavadi ,MBBS,Open
541573,College of Medical Sciences  New Delhi Dilshad Garden  Delhi (NCT)  110095 MBBS SC,SC,Allotted(
541662,SBKS Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
541838,School of Dentistry  Kochi Amrita School of Dentistry  Amrita Institute of Medical,BDS,Open
541861,Dental College  Chennai Saveetha Dental College and Hospitals 162 ,BDS,Open
542022,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
542371,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
542494,Medical College  Gulbarga ESIC MEDICAL COLLEGE,MBBS,ST
542531,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
542544,Medical College and Hospital  Salem Sankari Main Road  NH-47 ,MBBS,Open
542590,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
542630,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
542721,Balaji Dental College and Hospital  Chennai VELACHERY MAIN ROAD ,BDS,Open
542754,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
542755,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
542830,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
542856,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
542893,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
542980,Medical College  Gulbarga ESIC MEDICAL COLLEGE,MBBS,ST
543094,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
543312,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
543351,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
543917,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
543958,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
543974,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
544034,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
544190,Balaji Dental College and Hospital  Chennai VELACHERY MAIN ROAD ,BDS,Open
544297,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
544309,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
544430,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
544641,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
544666,Siddhartha DentalCollege  Tumkur AGALAKOTE B H ROAD TUMKUR  Karnataka ,BDS,Open
544726,Dental College  Loni At - Loni Tal - Rahata,BDS,Open
544843,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
544938,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
545096,Institute of Dental Sciences  Bhubaneswar CAMPUS-5,BDS,Open
545107,SIRKAR MEDICAL COLLEGE  KOLKATA 138 AJC Bose Road  Kolkata - MBBS,OBC,OBC
545145,Katt. Dental College and Hospt. Chennai SRM NAGAR POTHERI,BDS,Open
545148,Medical College Kannur P.O Pariyaram Medical College  Kannur  Kerala,MBBS,Open
545223,Medical College and Hospital  Chennai Periyar EVR High Raod  Velappanchavadi ,MBBS,Open
545260,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
545307,Medical College and Hospital  Chennai Periyar EVR High Raod  Velappanchavadi ,MBBS,Open
545402,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
545679,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
545703,College of Dental Science  Mangalore Light House Hill Road  Mangalore India ,BDS,Open
545815,Lakshmi Narayana Inst. of Med. Scien.  Puducherry OSUDU  AGARAM VILLAGE ,MBBS,Open
545863,Dental College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad  NCR,BDS,Open
545888,Ammal Dental College and Host.  Chennai1 ALAPAKKAM MAIN ROAD,BDS,Open
546138,Medical College  Mangalore University Road Deralakatte Mangaluru ,MBBS,Open
546310,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
546345,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
546488,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
546515,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
546749,Balaji Dental College and Hospital  Chennai VELACHERY MAIN ROAD ,BDS,Open
546936,LAXMI BAI MEDICAL COLL JHANSI M.L.B. MEDICAL COLLEGE  MBBS SC,PwD,SC
546951,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
546986,of Dental Sciences  Bhubaneswar K8  Kalinga Nagar  PO-Mahalaxmi Vihar ,BDS,Open
547062,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
547144,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
547234,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
547267,DY Patil Medical College and Hospt.  Pune Dr. D. Y. Patil Medical College  Hospital,MBBS,Open
547321,Medical College  Manipal Univ.  Mangalore Light house Hill Road  Mangalore ,MBBS,Open
547336,College of Dental Science  Mangalore Light House Hill Road  Mangalore India ,BDS,Open
547338,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
547518,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
547577,Dental College  Yenepoya University Road Deralakatte Mangaluru ,BDS,Open
547583,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
547822,Sathya Sai Medical College and RI  Chennai Shri Sathya Sai Nagar  SBV Chennai,MBBS,Open
547905,Katt. Dental College and Hospt. Chennai SRM NAGAR POTHERI,BDS,Open
548034,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
548105,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
548197,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
548250,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
548260,Medical College  Mangalore University Road Deralakatte Mangaluru ,MBBS,Open
548307,Gandhi Dental College and SBV  Pondycherry SBV Pondicherry Campus ,BDS,Open
548379,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
548505,K M Shah Dental Collegel  SumanDeep Vidyapeeth Vadodara Sumandeep Vidyapeeth,BDS,Open
548540,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
548675,RACHNA DENTAL COLLEGE FARIDABAD SECTOR - 43  DELHI,BDS,Open
548734,Dental College  Loni At - Loni Tal - Rahata,BDS,Open
548898,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
548952,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
549016,Institue of Med. Sce. and Res.  Visakhapatnam Gandhi Institute of Technology,MBBS,Open
549088,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
549284,GANDHI MEDICAL COLLEGE  THANE THANE BELAPUR ROAD KALWA MBBS,OBC,OBC
549413,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
549575,College of Dental Scie. and Res.  Mullana M.M. COLLEGE OF DENTAL SCIENCES,BDS,Open
549670,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
549729,Lakshmi Narayana Inst. of Med. Scien.  Puducherry OSUDU  AGARAM VILLAGE ,MBBS,Open
549756,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
549798,Medical College and Hospital  Chennai Periyar EVR High Raod  Velappanchavadi ,MBBS,Open
549969,of Dental Sciences  Bhubaneswar K8  Kalinga Nagar  PO-Mahalaxmi Vihar ,BDS,Open
550040,College of Dental Science  Mangalore Light House Hill Road  Mangalore India ,BDS,Open
550112,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
550211,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
550295,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
550377,College of Dental Science  Mangalore Light House Hill Road  Mangalore India ,BDS,Open
550381,NATIONAL MED COLL KOLKATA 32  GORACHAND ROAD  PARK MBBS,OBC,OBC
550401,Medical College and Hospital  Salem Sankari Main Road  NH-47 ,MBBS,Open
550614,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
550710,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
550765,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
550951,M Shah Dental Collegel  SumanDeep Vidyapeeth Vadodara Sumandeep Vidyapeeth,BDS,Open
550999,Dental College  Chennai Saveetha Dental College and Hospitals 162 ,BDS,Open
551087,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
551103,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
551213,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
551267,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
551312,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
551451,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
551595,Dutta Medical College & Hospital  Kolkata 578  B.T. Road  Kamarhati  Kolkata  MBBS,OBC,OBC
551622,Missions Medical College and Hospital  Karaikal KEEZHAKASAKUDIMEDU ,MBBS,Open
551659,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
551663,of Medical Sciences and SUM Host.  Bhubaneswar K 8 Kalinga Nagar Po,MBBS,Open
551669,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
551671,K M Shah Dental Collegel  SumanDeep Vidyapeeth Vadodara Sumandeep Vidyapeeth,BDS,Open
551751,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
551854,Azad Medical College  New Delhi 2 Bahadur Shah Zafar Marg MBBS,OBC,OBC
552138,VK Inst. of Dental Scie. Belagavi KLE V.K. Institute of Dental Sciences  J.N. Medical,BDS,Open
552278,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
552291,Sathya Sai Medical College and RI  Chennai Shri Sathya Sai Nagar  SBV Chennai,MBBS,Open
552618,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
552691,SBKS Med. Inst. and Res. Centre  Sumandeep Vidyapeeth Sumandeep Vidyapeeth,MBBS,Open
552988,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
553012,Inst of Med Sciences and Research  New Delhi HIMSR  Jamia Hamdard  Guru,MBBS,Open
553137,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
553164,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
553217,Dental College  Yenepoya University Road Deralakatte Mangaluru ,BDS,Open
553219,Ammal Dental College and Host.  Chennai1 ALAPAKKAM MAIN ROAD,BDS,Open
553272,Dental College  Loni At - Loni Tal - Rahata,BDS,Open
553340,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
553492,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
553512,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
553606,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
553611,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
553648,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
553768,LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL Faculty of Medicine - Sri,MBBS,Open
553888,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
553914,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
554173,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
554263,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
554347,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
554391,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
554514,IMS  IMPHAL Prompat  Imphal East  Manipur  Manipur  795005 MBBS,Open,OBC
554531,MEDICAL COLLEGE AND HOSPITAL 173  AGARAM MAIN ROAD  ,MBBS,Open
554590,Institue of Med. Sce. and Res.  Visakhapatnam Gandhi Institute of Technology,MBBS,Open
554651,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
554696,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
554700,Institute of Medical Sciences  Bhubaneswar CAMPUS-5,MBBS,Open
554838,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
554849,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
554861,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
554922,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
554988,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
555224,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
555733,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
555766,Medical College & Hospital  Bihta ESIC Medical College and Hospital,MBBS,Open
555840,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
555854,Institue of Med. Sce. and Res.  Visakhapatnam Gandhi Institute of Technology,MBBS,Open
555877,Medical College  Aurangabad N-6  Cidco  Aurangabad   Maharashtra  431003,MBBS,Open
555919,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
555994,Banglore ESICMC AND PGIMSR  Rajajinagar  Bengaluru ,MBBS,Open
556299,MEDICAL COLLEGE NANDURBAR MAHARARASTRA DISTRICT CIVIL MBBS,OBC,OBC
556508,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
556518,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
556615,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
556686,AIIMS  Deogarh  AIIMS Deoghar Devipur  Jharkhand MBBS,EWS,EWS
556834,MEDICAL COLLEGE FOR WOMEN PUNE Gram Lavale Tal Mulshi Pune ,MBBS,Open
556876,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
557034,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
557082,MEDICAL COLLEGE AND HOSPITAL 173  AGARAM MAIN ROAD  ,MBBS,Open
557381,Missions Medical College and Hospital  Karaikal KEEZHAKASAKUDIMEDU ,MBBS,Open
557512,School of Dentistry  Kochi Amrita School of Dentistry  Amrita Institute of Medical,BDS,Open
557672,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
557803,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
557987,Dental College and Hospital  Sangli Sangli-Miraj Road  Wanlesswadi Sangli. ,BDS,Open
558023,Ammal Dental College and Host.  Chennai1 ALAPAKKAM MAIN ROAD,BDS,Open
558075,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
558485,DY Patil Dental College and Hosp. Pune Mahesh Nagar  Pimpri  Pune - 411018 ,BDS,Open
558514,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
558624,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
558670,Medical College and Hospital  Salem Sankari Main Road  NH-47 ,MBBS,Open
558842,Missions Medical College and Hospital  Karaikal KEEZHAKASAKUDIMEDU ,MBBS,Open
558996,Dental College and Hospital  Navi Mumbai Bharati Vidyapeeth Dental College and,BDS,Open
559129,Balaji Medical College and Hospital  Chennai NO 7 WORKS ROAD CHROMEPET,MBBS,Open
559185,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
559235,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
559251,LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL Faculty of Medicine - Sri,MBBS,Open
559273,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
559283,Dental College  Chennai Saveetha Dental College and Hospitals 162 ,BDS,Open
559489,Dental College and Hsopt. Chennai Golden George Nagar ,BDS,Open
559523,INST. OF MEDICAL SCI.  SHIMOGA SAGAR ROAD  MCGANN HOSPITAL,MBBS,Open
559730,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
559953,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
560049,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
560069,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
560163,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
560233,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
560239,of Dental Sciences and KIMSDU  Karad KARAD  DIST SATARA,BDS,Open
560464,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
560490,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
560508,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
560612,M Shah Dental Collegel  SumanDeep Vidyapeeth Vadodara Sumandeep Vidyapeeth,BDS,Open
560639,Hos. and Res. Inst.  Kancheepuram Rajiv Gandhi Salai  Kelambakkam ,MBBS,Open
560802,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
560873,College of Medical Sciences  New Delhi Dilshad Garden  Delhi (NCT)  110095,MBBS,Open
560883,Balaji Dental College and Hospital  Chennai VELACHERY MAIN ROAD ,BDS,Open
560963,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
561005,Medical College and Hospital  Chennai SRM NAGAR  POTHERI ,MBBS,Open
561084,MEDICAL COLLEGE  GUNTUR Kannavarithoa Opp. NGOs Association MBBS,OBC,OBC
561763,Vidyapeeth DU Dental College and Hospt.  Pune Bharati Vidyapeeth (Deemed to,BDS,Open
561862,Dental College  Mysuru The Principal JSS Dental College and Hospital Medical,BDS,Open
561952,Dental College  Yenepoya University Road Deralakatte Mangaluru ,BDS,Open
561990,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
562084,Medical College  Pali NH-62 SumerpurRoad Ramasia.Hemawas Pali ,MBBS,Open
562179,B.D. SHARMA PGIMS  ROHTAK Pt. B.D. Sharma PGIMS  Rohtak  Haryana  MBBS,EWS,EWS
562243,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
562335,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
562627,Dental College  Chennai SRM DENTAL COLLEGE  BHARATHI SALAI ,BDS,Open
562898,Balaji Dental College and Hospital  Chennai VELACHERY MAIN ROAD ,BDS,Open
562963,UNIV. Dental College and Hospt. Chennai JEPPIAAR NAGAR RAJIV,BDS,Open
562971,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
563018,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
563070,INSTITUTE OF MEDICAL SCIENCES  NALANDA BMIMS  PAWAPURI MBBS,EWS,EWS
563100,Lakshmi Narayana Inst. of Med. Scien.  Puducherry OSUDU  AGARAM VILLAGE ,MBBS,Open
563116,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
563183,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
563218,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
563310,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
563319,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
563508,Ramachandra Dental and Hospt.  Chennai No. 1 Ramachandra Nagar  Porur ,BDS,Open
563703,Dental College  Yenepoya University Road Deralakatte Mangaluru ,BDS,Open
563759,Medical College  Manipal Univ.  Mangalore Light house Hill Road  Mangalore ,MBBS,Open
563841,MEDICAL COLLEGE & HOSPITAL 12-123  Velan Nagar  Manjankaranai Village ,MBBS,Open
563896,K M Shah Dental Collegel  SumanDeep Vidyapeeth Vadodara Sumandeep Vidyapeeth,BDS,Open
564049,Medical College and Hospital  Chennai Periyar EVR High Raod  Velappanchavadi ,MBBS,Open
564377,VK Inst. of Dental Scie. Belagavi KLE V.K. Institute of Dental Sciences  J.N. Medical,BDS,Open
564386,Medical College  Chennai Saveetha Nagar  Thandalam  Chennai  Tamil Nadu ,MBBS,Open
564451,Medical College and Hospital  Ghaziabad No.1  Santosh Nagar  Ghaziabad ,MBBS,Open
564537,Institute of Dental Sciences  Bhubaneswar CAMPUS-5,BDS,Open
564540,MEDICAL COLLEGE  BHOPAL Royal Market Sultania Road Bhopal  Madhya MBBS SC,PwD,SC
564598,DY Patil Medical College  Navi Mumbai Plot No. 2  Sector 7  Nerul  Navi Mumbai ,MBBS,Open
564631,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
564689,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
564738,Gandhi Medical College  Pondicherry SBV Pondicherry Campus ,MBBS,Open
564810,Sathya Sai Medical College and RI  Chennai Shri Sathya Sai Nagar  SBV Chennai,MBBS,Open
564867,Medical College  Aurangabad N-6  Cidco  Aurangabad   Maharashtra  431003,MBBS,Open
564904,Dental College  Mysuru The Principal JSS Dental College and Hospital Medical,BDS,Open
564936,Siddhartha Academy T Begur SRI SIDDHARTHA INSTITUTE OF MEDICAL,MBBS,Open
564955,Gandhi Dental College and SBV  Pondycherry SBV Pondicherry Campus ,BDS,Open
565056,RACHNA DENTAL COLLEGE FARIDABAD SECTOR - 43  DELHI,BDS,Open
565066,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
565175,Dental College  Loni At - Loni Tal - Rahata,BDS,Open
565374,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
565380,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
565450,Missions Medical College and Hospital  Karaikal KEEZHAKASAKUDIMEDU ,MBBS,Open
565480,Shetty Memorial Inst. of Dental Sce.  Mangaluru Deralakatte  Mangaluru  Dakshina,BDS,Open
565642,Inst of Med Sciences and Research  New Delhi HIMSR  Jamia Hamdard  Guru,MBBS,Open
565685,College of Dental Scie. and Res.  Mullana M.M. COLLEGE OF DENTAL SCIENCES,BDS,Open
565725,Veedu Medical College and Hospt.  Puducherry PONDY - CUDDALORE,MBBS,Open
565834,MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR Hinaga Road,MBBS,Open
565956,College of Dental Science  Mangalore Light House Hill Road  Mangalore India ,BDS,Open
565986,Medical College  Datta Meghe  Wardha Sawangi (Meghe)  Wardha  Maharashtra,MBBS,Open
